PR_Number,PR_MU_Number,CWT_Code,Number_Released,Release_name,Hatchery_name,Stock_name,brood_year,StockID,Name
33,2,'470106,10677,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1998,244,M-siakhw
33,2,'470107,10699,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1998,244,M-siakhw
33,2,'470108,9977,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,1999,244,M-siakhw
33,2,'470110,16112,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1999,244,M-siakhw
33,2,'470111,15912,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1999,244,M-siakhw
33,2,'470112,16509,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1999,244,M-siakhw
33,2,'470117,15394,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2000,244,M-siakhw
33,2,'470118,15593,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2000,244,M-siakhw
33,2,'470119,15051,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2000,244,M-siakhw
33,2,'470124,14887,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2001,244,M-siakhw
33,2,'470125,15041,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2001,244,M-siakhw
33,2,'470126,12681,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2001,244,M-siakhw
33,2,'470128,10093,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2001,244,M-siakhw
33,2,'470131,13867,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2002,244,M-siakhw
33,2,'470133,7385,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2002,244,M-siakhw
33,2,'470134,15535,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2002,244,M-siakhw
33,2,'470137,10225,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2003,244,M-siakhw
33,2,'470138,10300,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2003,244,M-siakhw
33,2,'470140,9512,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2003,244,M-siakhw
33,2,'470142,10483,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2004,244,M-siakhw
33,2,'470143,10195,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2004,244,M-siakhw
33,2,'470144,5198,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2004,244,M-siakhw
33,2,'470147,5089,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2005,244,M-siakhw
33,2,'470148,4643,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2006,244,M-siakhw
33,2,'470149,8757,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2005,244,M-siakhw
33,2,'470150,10040,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2005,244,M-siakhw
33,2,'470153,15005,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2006,244,M-siakhw
33,2,'470154,15108,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2007,244,M-siakhw
33,2,'470155,14806,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2006,244,M-siakhw
33,2,'470160,15068,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2007,244,M-siakhw
33,2,'470163,5424,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2008,244,M-siakhw
33,2,'470164,12847,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2008,244,M-siakhw
33,2,'470165,14874,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2008,244,M-siakhw
33,2,'470169,14907,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2009,244,M-siakhw
33,2,'470170,15103,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2010,244,M-siakhw
33,2,'470171,15017,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2009,244,M-siakhw
33,2,'470173,14867,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2009,244,M-siakhw
33,2,'470175,15059,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2010,244,M-siakhw
33,2,'470176,9818,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2010,244,M-siakhw
33,2,'470177,11674,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2011,244,M-siakhw
33,2,'470178,15066,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2011,244,M-siakhw
33,2,'470179,8880,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2011,244,M-siakhw
33,2,'470181,10019,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2013,244,M-siakhw
33,2,'470183,15061,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2013,244,M-siakhw
33,2,'470184,9412,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2013,244,M-siakhw
33,2,'470185,9997,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2014,244,M-siakhw
33,2,'470186,9929,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2014,244,M-siakhw
33,2,'470187,9688,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2014,244,M-siakhw
33,2,'470189,5649,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2015,244,M-siakhw
33,2,'470190,15703,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2015,244,M-siakhw
33,2,'470191,5001,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,2015,244,M-siakhw
33,2,'470193,5994,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CREEK H,2016,244,M-siakhw
34,2,'470194,8925,TENT LK 101-25,TAMGAS CREEK,TAMGAS CREEK H,2016,246,M-soakhw
33,2,'470195,8093,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CREEK H,2016,244,M-siakhw
33,2,'470197,18730,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2017,244,M-siakhw
33,2,'470198,17500,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,2017,244,M-siakhw
33,2,'470199,19978,TENT LK 101-25,TAMGAS CREEK,TAMGAS CR,2017,244,M-siakhw
33,2,'471709,48500,TENT CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471721,15168,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471722,9766,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471723,10724,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471724,10943,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471725,10953,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1994,244,M-siakhw
33,2,'471726,11123,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1995,244,M-siakhw
33,2,'471729,15453,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1995,244,M-siakhw
33,2,'471730,22325,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1995,244,M-siakhw
33,2,'471731,20605,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1995,244,M-siakhw
33,2,'471732,11540,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1996,244,M-siakhw
33,2,'471733,17320,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1996,244,M-siakhw
33,2,'471734,12604,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1996,244,M-siakhw
33,2,'471736,10186,TAMGAS CR 101-25,TAMGAS CREEK,TAMGAS CR,1997,244,M-siakhw
31,2,'500406,16799,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1994,240,M-niakhw
31,2,'500407,17947,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1994,240,M-niakhw
31,2,'500408,17790,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1994,240,M-niakhw
31,2,'500409,17230,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1994,240,M-niakhw
31,2,'500410,16698,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1994,240,M-niakhw
31,2,'500411,6969,THANE NET PENS 111-40,SHEEP CREEK,PAVLOF R 112-50,1994,240,M-niakhw
31,2,'500412,9606,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500413,9727,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500414,10055,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500415,10263,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500416,9796,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500417,10285,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500418,9278,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500419,9052,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500420,9087,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500421,9480,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1995,240,M-niakhw
31,2,'500429,10002,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500430,9932,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500431,10470,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500432,10312,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500433,10199,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500434,10038,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500435,9876,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500436,10063,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1996,240,M-niakhw
31,2,'500444,5426,THANE NET PENS 111-40,MACAULAY,WHITMAN X HIDDEN F,1997,240,M-niakhw
31,2,'500445,5454,THANE NET PENS 111-40,MACAULAY,WHITMAN X MACAULAY,1997,240,M-niakhw
31,2,'500446,5330,THANE NET PENS 111-40,MACAULAY,HIDDEN F X WHITMAN,1997,240,M-niakhw
31,2,'500447,5367,THANE NET PENS 111-40,MACAULAY,HIDDEN FALLS H,1997,240,M-niakhw
31,2,'500448,5381,THANE NET PENS 111-40,MACAULAY,HIDDEN F X MACAULAY,1997,240,M-niakhw
31,2,'500449,5282,THANE NET PENS 111-40,MACAULAY,MACAULAY X WHITMAN,1997,240,M-niakhw
31,2,'500450,5429,THANE NET PENS 111-40,MACAULAY,MACAULAY X HIDDEN F,1997,240,M-niakhw
31,2,'500451,5415,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'500452,5308,THANE NET PENS 111-40,MACAULAY,WHITMAN LAKE H,1997,240,M-niakhw
31,2,'500460,8884,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'500461,9110,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'500462,10192,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'500463,9918,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'503101,9110,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'503102,8160,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'503103,10005,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'503104,9911,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1997,240,M-niakhw
31,2,'503105,9924,THANE NET PENS 111-40,MACAULAY,NEETS BAY+HIDDEN F,1998,240,M-niakhw
31,2,'503106,9893,THANE NET PENS 111-40,MACAULAY,NEETS BAY X MACAULAY,1998,240,M-niakhw
31,2,'503107,9648,THANE NET PENS 111-40,MACAULAY,NEETS BAY H,1998,240,M-niakhw
31,2,'503108,8785,THANE NET PENS 111-40,MACAULAY,NEETS BAY+HIDDEN F,1998,240,M-niakhw
31,2,'503109,9794,THANE NET PENS 111-40,MACAULAY,HIDDEN F X MACAULAY,1998,240,M-niakhw
31,2,'503110,9558,THANE NET PENS 111-40,MACAULAY,HIDDEN FALLS H,1998,240,M-niakhw
31,2,'503111,9750,THANE NET PENS 111-40,MACAULAY,MACAULAY X NEETS BAY,1998,240,M-niakhw
31,2,'503112,9904,THANE NET PENS 111-40,MACAULAY,MACAULAY X HIDDEN F,1998,240,M-niakhw
31,2,'503113,8943,THANE NET PENS 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503114,9676,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503115,9578,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503116,9933,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503117,10186,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503118,9767,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503119,10070,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503120,9843,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
31,2,'503121,9809,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,1998,240,M-niakhw
34,2,'503125,19725,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1996,246,M-soakhw
34,2,'503126,22388,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1996,246,M-soakhw
34,2,'503127,22442,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1997,246,M-soakhw
34,2,'503128,22684,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1997,246,M-soakhw
34,2,'503129,21614,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1997,246,M-soakhw
34,2,'503130,20495,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1998,246,M-soakhw
34,2,'503131,20253,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1998,246,M-soakhw
34,2,'503132,10770,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1996,246,M-soakhw
34,2,'503133,11537,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,1997,246,M-soakhw
34,2,'503134,10654,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503135,9960,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503136,9070,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503137,10563,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503138,10534,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503139,10384,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503140,9884,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503141,10081,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503142,11872,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503143,8993,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,1999,246,M-soakhw
34,2,'503144,11009,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2000,246,M-soakhw
34,2,'503145,6998,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
14,12,'612603,24603,CLWTR @ POTLATCH CRK,WILLARD NFH,LTL WHITE SALMON-NFH,1997,176,M-colrlh
14,12,'612604,25083,CLWTR @ LAPWAI CRK,WILLARD NFH,LTL WHITE SALMON-NFH,1997,176,M-colrlh
14,12,'612609,27122,CLWTR @ LAPWAI CRK,WILLARD NFH,LTL WHITE SALMON-NFH,1998,176,M-colrlh
14,12,'612610,28311,CLWTR @ POTLATCH CRK,WILLARD NFH,LTL WHITE SALMON-NFH,1998,176,M-colrlh
14,2,'612619,29766,CLWTR @ POTLATCH CRK,WILLARD NFH,LTL WHITE SALMON-NFH,2000,166,M-colreh
14,12,'612637,29127,CLWTR @ LAPWAI CRK,WILLARD NFH,LTL WHITE SALMON-NFH,2000,176,M-colrlh
14,2,'612643,30471,CLWTR @ LAPWAI CRK,EAGLE CR NFH,EAGLE CR NFH,2005,166,M-colreh
14,2,'612663,50017,CLWTR @ POTLATCH CRK,EAGLE CR NFH,EAGLE CR NFH,2004,166,M-colreh
14,2,'612689,50002,CLWTR @ LAPWAI CRK,EAGLE CR NFH,EAGLE CR NFH,2004,166,M-colreh
14,2,'612719,30151,KOOSKIA NAT,EAGLE CR NFH,EAGLE CR NFH,2005,166,M-colreh
14,2,'612758,30037,KOOSKIA NAT,EAGLE CR NFH,EAGLE CR NFH,2008,166,M-colreh
14,2,'612759,30028,CLWTR @ LAPWAI CRK,EAGLE CR NFH,EAGLE CR NFH,2008,166,M-colreh
5,14,'630117,6541,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,1996,74,M-mintch
14,12,'630202,16656,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,LEWIS R      27.0168,1997,176,M-colrlh
14,2,'630204,14941,GREEN R      26.0323,NORTH TOUTLE HATCHERY,TOUTLE R     26.0227,1998,166,M-colreh
14,12,'630206,9729,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1997,176,M-colrlh
14,12,'630207,9075,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1997,176,M-colrlh
14,12,'630208,9714,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1997,176,M-colrlh
14,12,'630209,9443,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1997,176,M-colrlh
5,4,'630251,2170,DESCHUTES R  13.0028,NA,DESCHUTES R  13.0028,1995,64,M-deschw
5,12,'630253,4968,ECHO BAY -FOX ISLAND,FOX ISLAND NET PENS,MINTER CR    15.0048,1996,72,M-foxish
5,12,'630254,4967,ECHO BAY -FOX ISLAND,FOX ISLAND NET PENS,MINTER CR    15.0048,1996,72,M-foxish
5,24,'630286,98743,RUSHINGWTR & WRIA 10.0680,RUSHINGWATER AC POND,VOIGHT CR    10.0414,1999,84,M-puyalh
5,6,'630287,91838,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,SKYKOMISH R  07.0012,2000,66,M-ssdnph
12,4,'630289,69347,SATSOP R -EF 22.0360,BINGHAM CR HATCHERY,SATSOP R     22.0360,1999,152,M-chehlh
8,8,'630291,71348,SOL DUC R   20.0096,SOLDUC HATCHERY,SOL DUC R   20.0096,1999,134,M-quilfh
12,4,'630292,48555,EIGHT CR     23.1117,EIGHT CR PROJECT,BINGHAM CR   22.0465,1999,152,M-chehlh
12,4,'630293,48943,EIGHT CR     23.1117,EIGHT CR PROJECT,BINGHAM CR   22.0465,1999,152,M-chehlh
12,12,'630294,49431,CHEHALIS R   22.0190,FRIENDS LANDING NP,VAN WINKLE C 22.0240,1999,160,M-gryhbh
5,24,'630296,43713,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,1999,84,M-puyalh
2,4,'630299,45831,CASCADE R    03.1411,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,1999,20,M-skagth
2,6,'630316,43300,BAKER R      03.0435,NA,BAKER R      03.0435,1995,22,M-skgbkh
4,6,'630317,57228,BIG BEEF CR  15.0389,NA,BIG BEEF CR  15.0389,1995,46,M-ar12bw
3,12,'630319,25502,POSSESSION BAIT PD,POSSESSION BAIT PD,SNOHOMISH R  07.0012,1996,40,M-ar8anh
5,6,'630320,24517,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,SKYKOMISH R  07.0012,1996,66,M-ssdnph
5,6,'630321,25068,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,SKYKOMISH R  07.0012,1996,66,M-ssdnph
14,12,'630339,73097,LEWIS R      27.0168,LEWIS RIVER HATCHERY,LEWIS R      27.0168,1996,176,M-colrlh
12,4,'630340,63978,SATSOP R -EF 22.0360,BINGHAM CR HATCHERY,BINGHAM CR   22.0465,1996,152,M-chehlh
13,4,'630342,72489,FORK CR      24.0356,FORKS CREEK HATCHERY,WILLAPA R    24.0251,1996,164,M-willah
14,2,'630364,45535,GREEN R      26.0323,NORTH TOUTLE HATCHERY,TOUTLE R     26.0227,1999,166,M-colreh
14,12,'630365,29862,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1999,176,M-colrlh
14,2,'630366,29522,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,ELOCHOMAN R  25.0236,1999,166,M-colreh
14,12,'630367,28338,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,ELOCHOMAN R  25.0236,1999,176,M-colrlh
14,12,'630368,27914,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,ELOCHOMAN R  25.0236,1999,176,M-colrlh
14,2,'630369,29800,STEAMBOAT SL NETPENS,STEAMBOAT SL NETPENS,TOUTLE R     26.0227,1999,166,M-colreh
14,2,'630370,28835,GRAYS R -WF  25.0131,GRAYS RIVER HATCHERY,GRAYS R      25.0093,1999,166,M-colreh
4,18,'630372,24221,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),1999,58,M-gadamh
4,18,'630373,25178,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),1999,58,M-gadamh
14,4,'630375,22277,DEEP R       25.0071,DEEP R NP - LOWER,TOUTLE R     26.0227,1999,168,M-youngh
14,4,'630376,23784,DEEP R       25.0071,DEEP R NP - UPPER,GRAYS R      25.0093,1999,168,M-youngh
1,4,'630383,9245,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,2000,4,M-kendlh
1,4,'630385,9385,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,2000,4,M-kendlh
2,4,'630387,10777,CASCADE R    03.1411,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,2000,20,M-skagth
13,4,'630389,13958,FORK CR      24.0356,FORKS CREEK HATCHERY,WILLAPA R    24.0251,2000,164,M-willah
13,4,'630390,13745,FORK CR      24.0356,FORKS CREEK HATCHERY,WILLAPA R    24.0251,2000,164,M-willah
12,4,'630391,15886,BINGHAM CR   22.0465,NA,BINGHAM CR   22.0465,1999,152,M-chehlh
14,12,'630392,9791,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1999,176,M-colrlh
14,12,'630393,10057,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1999,176,M-colrlh
14,12,'630394,9983,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1999,176,M-colrlh
14,12,'630395,9974,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,1999,176,M-colrlh
5,14,'630396,10024,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,1999,74,M-mintch
5,14,'630397,10040,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,1999,74,M-mintch
5,6,'630464,23171,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,SKYKOMISH R  07.0012,1999,66,M-ssdnph
5,6,'630465,23242,PEALE PASS @ SS PENS,SOUTH SOUND NET PENS,SKYKOMISH R  07.0012,1999,66,M-ssdnph
3,10,'630466,23171,WALLACE R    07.0940,WALLACE R HATCHERY,SKYKOMISH R  07.0012,1999,38,M-snohoh
1,4,'630473,29042,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,1999,4,M-kendlh
14,12,'630498,26879,KLICKITAT R  30.0002,WASHOUGAL HATCHERY,WASHOUGAL R  28.0159,1999,176,M-colrlh
14,12,'630499,32894,KLICKITAT R  30.0002,WASHOUGAL HATCHERY,WASHOUGAL R  28.0159,1999,176,M-colrlh
4,18,'630526,20817,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),1997,58,M-gadamh
4,18,'630528,22279,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),1997,58,M-gadamh
14,4,'630530,25003,DEEP R       25.0071,DEEP R NP - UPPER,GRAYS R      25.0093,1997,168,M-youngh
14,4,'630531,24009,DEEP R       25.0071,DEEP R NP - LOWER,GRAYS R      25.0093,1997,168,M-youngh
14,2,'630532,24050,STEAMBOAT SL NETPENS,STEAMBOAT SL NETPENS,TOUTLE R     26.0227,1997,166,M-colreh
14,2,'630535,30221,GREEN R      26.0323,NORTH TOUTLE HATCHERY,TOUTLE R     26.0227,1996,166,M-colreh
14,2,'630536,29222,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,GRAYS R      25.0093,1996,166,M-colreh
14,12,'630537,30037,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,LEWIS R      27.0168,1996,176,M-colrlh
14,12,'630538,28107,KALAMA R     27.0002,KALAMA FALLS HATCHERY,KALAMA R     27.0002,1996,176,M-colrlh
14,2,'630539,28175,FALLERT CR   27.0017,FALLERT CR HATCHERY,KALAMA R     27.0002,1996,166,M-colreh
14,12,'630541,33322,WASHOUGAL R  28.0159,WASHOUGAL HATCHERY,WASHOUGAL R  28.0159,1997,176,M-colrlh
14,12,'630542,29821,KLICKITAT R  30.0002,WASHOUGAL HATCHERY,TOUTLE R     26.0227,1996,176,M-colrlh
14,12,'630543,30484,KLICKITAT R  30.0002,WASHOUGAL HATCHERY,TOUTLE R     26.0227,1996,176,M-colrlh
14,12,'630544,30376,WASHOUGAL R  28.0159,WASHOUGAL HATCHERY,WASHOUGAL R  28.0159,1996,176,M-colrlh
2,4,'630545,43348,CASCADE R    03.1411,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,1996,20,M-skagth
1,4,'630547,44053,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,1996,4,M-kendlh
4,18,'630549,45175,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),1996,58,M-gadamh
5,36,'630551,44778,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,1996,96,M-greenh
1,4,'630553,44282,KENDALL CR   01.0406,KENDALL CR HATCHERY,NOOKSACK R   01.0120,1996,4,M-kendlh
2,4,'630554,42299,CASCADE R    03.1411,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,1997,20,M-skagth
